name,year,total_usage,peak_min,prev_max,post_max,is_peak
Randy,1991,2152,1638,2933,1502,false
Randy,1992,2002,1487,2911,1502,false
Randy,1993,1697,1487,2891,1341,false
Randy,1994,1638,1341,2789,1236,false
Randy,1995,1487,1236,2789,1116,false
Randy,1996,1502,1116,2716,1115,false
Randy,1997,1341,1115,2607,1057,false
Randy,1998,1236,1021,2481,1057,false
Randy,1999,1116,985,2152,1057,false
Randy,2000,1115,908,2002,1085,false
Randy,2001,1021,908,1697,1085,false
Randy,2002,985,908,1638,1085,false
Randy,2003,908,908,1502,1085,false
Randy,2004,942,908,1502,1085,false
Randy,2005,1057,908,1341,965,false
Randy,2006,1025,908,1236,839,false
Randy,2007,977,839,1116,810,false
Randy,2008,1085,810,1115,660,false
Randy,2009,965,660,1057,605,false
Randy,2010,839,605,1057,493,false
Randy,2011,810,493,1057,455,false
Randy,2012,660,455,1085,387,false
Randy,2013,605,387,1085,333,false
Randy,2014,493,333,1085,,false
Randy,2015,455,333,1085,,false
Randy,2016,387,333,1085,,false
Randy,2017,333,333,965,,false
Ryan,1920,5,5,,55,false
Ryan,1921,6,5,,55,false
Ryan,1925,6,5,,57,false
Ryan,1934,5,5,,71,false
Ryan,1945,5,5,5,86,false
Ryan,1946,17,5,6,86,false
Ryan,1947,50,5,6,129,false
Ryan,1948,17,5,6,150,false
Ryan,1949,55,17,6,242,false
Ryan,1950,43,17,17,259,false
Ryan,1951,57,17,50,368,false
Ryan,1952,71,43,50,368,false
Ryan,1953,86,43,55,368,false
Ryan,1954,77,57,55,368,false
Ryan,1955,129,71,57,615,false
Ryan,1956,150,77,71,615,false
Ryan,1957,242,77,86,1067,false
Ryan,1958,259,129,86,1557,false
Ryan,1959,368,150,129,1916,false
Ryan,1960,326,242,150,2162,false
Ryan,1961,341,259,242,2250,false
Ryan,1962,355,326,259,2321,false
Ryan,1963,615,326,368,6196,false
Ryan,1964,472,341,368,8898,false
Ryan,1965,1067,355,368,10548,false
Ryan,1966,1557,472,368,13259,false
Ryan,1967,1916,472,615,15369,false
Ryan,1968,2162,1067,615,17604,false
Ryan,1969,2250,1557,1067,21585,false
Ryan,1970,2321,1916,1557,21882,false
Ryan,1971,6196,2162,1916,23737,false
Ryan,1972,8898,2250,2162,25366,false
Ryan,1973,10548,2321,2250,27462,false
Ryan,1974,13259,6196,2321,27462,false
Ryan,1975,15369,8898,6196,28428,false
Ryan,1976,17604,10548,8898,29209,false
Ryan,1977,21585,13259,10548,30437,false
Ryan,1978,21882,15369,13259,30437,false
Ryan,1979,23737,17604,15369,30437,false
Ryan,1980,25366,21585,17604,30437,false
Ryan,1981,27462,21882,21585,30437,false
Ryan,1982,27246,23737,21882,30168,false
Ryan,1983,28428,25366,23737,29652,false
Ryan,1984,29209,27246,25366,29652,false
Ryan,1985,30437,27246,27462,29652,false
Ryan,1986,30168,28314,27462,29652,false
Ryan,1987,29148,28314,28428,27898,false
Ryan,1988,28314,27898,29209,27352,false
Ryan,1989,28929,27352,30437,27011,false
Ryan,1990,29652,27011,30437,24371,false
Ryan,1991,27898,24371,30437,23404,false
Ryan,1992,27352,23404,30437,22136,false
Ryan,1993,27011,22136,30437,21427,false
Ryan,1994,24371,20841,30168,21427,false
Ryan,1995,23404,20625,29652,21427,false
Ryan,1996,22136,20625,29652,20672,false
Ryan,1997,20841,20625,29652,20142,false
Ryan,1998,20625,18709,29652,20142,false
Ryan,1999,21427,18144,27898,20142,false
Ryan,2000,20672,18144,27352,20142,false
Ryan,2001,18709,18144,27011,18624,false
Ryan,2002,18144,18144,24371,17077,false
Ryan,2003,20125,17077,23404,16381,false
Ryan,2004,20142,16381,22136,15213,false
Ryan,2005,18624,15213,21427,13598,false
Ryan,2006,17077,13598,21427,12389,false
Ryan,2007,16381,12389,21427,11954,false
Ryan,2008,15213,11954,20672,11364,false
Ryan,2009,13598,11364,20142,10260,false
Ryan,2010,12389,10260,20142,9649,false
Ryan,2011,11954,9649,20142,9149,false
Ryan,2012,11364,9149,20142,8887,false
Ryan,2013,10260,8887,18624,8394,false
Ryan,2014,9649,8394,17077,,false
Ryan,2015,9149,8394,16381,,false
Ryan,2016,8887,8394,15213,,false
Ryan,2017,8394,8394,13598,,false
Steve,1910,196,196,,1485,false
Steve,1911,210,196,,1485,false
Steve,1912,492,196,,1485,false
Steve,1913,623,196,,1485,false
Steve,1914,966,210,196,1485,false
Steve,1915,1298,492,210,1270,false
Steve,1916,1355,623,492,1258,false
Steve,1917,1357,966,623,1258,false
Steve,1918,1485,1243,966,1243,false
Steve,1919,1270,1243,1298,1208,false
Steve,1920,1243,1208,1355,1194,false
Steve,1921,1258,1194,1357,1127,false
Steve,1922,1243,1127,1485,1029,false
Steve,1923,1208,1029,1485,995,false
Steve,1924,1194,995,1485,896,false
Steve,1925,1127,896,1485,844,false
Steve,1926,1029,844,1485,815,false
Steve,1927,995,815,1270,760,false
Steve,1928,896,757,1258,760,false
Steve,1929,844,757,1258,823,false
Steve,1930,815,696,1243,1062,false
Steve,1931,757,696,1208,1182,false
Steve,1932,760,696,1194,1538,false
Steve,1933,696,696,1127,1860,false
Steve,1934,753,696,1029,2353,false
Steve,1935,751,696,995,2668,false
Steve,1936,705,696,896,2810,false
Steve,1937,823,705,844,3371,false
Steve,1938,1062,705,815,4560,false
Steve,1939,1182,705,760,6227,false
Steve,1940,1538,823,760,6227,false
Steve,1941,1860,1062,823,6227,false
Steve,1942,2353,1182,1062,6227,false
Steve,1943,2668,1538,1182,6227,false
Steve,1944,2810,1860,1538,5741,false
Steve,1945,3371,2353,1860,5025,false
Steve,1946,4560,2668,2353,5059,false
Steve,1947,6227,2810,2668,5515,false
Steve,1948,5741,3371,2810,6476,false
Steve,1949,5025,4040,3371,8918,false
Steve,1950,4191,4040,4560,10094,false
Steve,1951,4040,4040,6227,11072,false
Steve,1952,4318,4040,6227,11072,false
Steve,1953,4522,4040,6227,11072,false
Steve,1954,5059,4040,6227,11072,false
Steve,1955,5515,4318,6227,11072,false
Steve,1956,6476,4522,5741,10655,false
Steve,1957,8918,5059,5025,9991,false
Steve,1958,10094,5515,5059,9168,false
Steve,1959,11072,6476,5515,8047,false
Steve,1960,10655,8047,6476,7089,true
Steve,1961,9991,7089,8918,5687,false
Steve,1962,9168,5687,10094,4624,false
Steve,1963,8047,4624,11072,3910,false
Steve,1964,7089,3910,11072,3409,false
Steve,1965,5687,3409,11072,3072,false
Steve,1966,4624,3072,11072,2929,false
Steve,1967,3910,2929,11072,2367,false
Steve,1968,3409,2367,10655,1835,false
Steve,1969,3072,1835,9991,1491,false
Steve,1970,2929,1491,9168,1435,false
Steve,1971,2367,1435,8047,1380,false
Steve,1972,1835,1376,7089,1380,false
Steve,1973,1491,1376,5687,1258,false
Steve,1974,1435,1258,4624,1228,false
Steve,1975,1376,1200,3910,1228,false
Steve,1976,1380,1200,3409,1193,false
Steve,1977,1258,1193,3072,1095,false
Steve,1978,1200,1095,2929,1032,false
Steve,1979,1228,979,2367,1032,false
Steve,1980,1193,979,1835,1004,false
Steve,1981,1095,979,1491,968,false
Steve,1982,979,949,1435,968,false
Steve,1983,1032,947,1380,968,false
Steve,1984,1004,947,1380,968,false
Steve,1985,949,906,1258,968,false
Steve,1986,947,906,1228,968,false
Steve,1987,964,906,1228,835,false
Steve,1988,906,835,1193,828,false
Steve,1989,968,828,1095,795,false
Steve,1990,968,795,1032,710,false
Steve,1991,835,672,1032,710,false
Steve,1992,828,672,1004,615,false
Steve,1993,795,604,968,615,false
Steve,1994,672,573,968,615,false
Steve,1995,710,573,968,615,false
Steve,1996,604,573,968,608,false
Steve,1997,573,573,968,591,false
Steve,1998,595,573,968,512,false
Steve,1999,615,503,835,512,false
Steve,2000,608,503,828,430,false
Steve,2001,591,423,795,430,false
Steve,2002,503,423,710,422,false
Steve,2003,512,422,710,386,false
Steve,2004,423,386,615,377,false
Steve,2005,430,377,615,363,false
Steve,2006,422,363,615,270,false
Steve,2007,386,230,615,270,false
Steve,2008,377,230,608,255,false
Steve,2009,363,230,591,190,false
Steve,2010,230,185,512,190,false
Steve,2011,270,185,512,170,false
Steve,2012,255,170,430,147,false
Steve,2013,185,147,430,132,false
Steve,2014,190,132,422,,false
Steve,2015,170,132,386,,false
Steve,2016,147,132,377,,false
Steve,2017,132,132,363,,false
Terry,1910,5,5,,87,false
Terry,1911,5,5,,87,false
Terry,1912,14,5,,107,false
Terry,1913,34,5,,126,false
Terry,1914,31,5,5,127,false
Terry,1915,76,14,5,127,false
Terry,1916,42,31,14,141,false
Terry,1917,64,31,34,217,false
Terry,1918,87,42,34,217,false
Terry,1919,58,42,76,240,false
Terry,1920,107,58,76,253,false
Terry,1921,126,58,76,259,false
Terry,1922,127,58,87,355,false
Terry,1923,126,107,87,355,false
Terry,1924,141,126,107,486,false
Terry,1925,217,126,126,646,false
Terry,1926,208,126,127,788,false
Terry,1927,240,141,127,1062,false
Terry,1928,253,208,141,1410,false
Terry,1929,259,208,217,1857,false
Terry,1930,355,240,217,2537,false
Terry,1931,313,253,240,2696,false
Terry,1932,486,259,253,3281,false
Terry,1933,646,313,259,3987,false
Terry,1934,788,313,355,5597,false
Terry,1935,1062,486,355,6632,false
Terry,1936,1410,646,486,6857,false
Terry,1937,1857,788,646,7749,false
Terry,1938,2537,1062,788,12581,false
Terry,1939,2696,1410,1062,15027,false
Terry,1940,3281,1857,1410,15027,false
Terry,1941,3987,2537,1857,15027,false
Terry,1942,5597,2696,2537,15027,false
Terry,1943,6632,3281,2696,15258,false
Terry,1944,6857,3987,3281,15473,false
Terry,1945,7749,5597,3987,16626,false
Terry,1946,12581,6632,5597,20340,false
Terry,1947,15027,6857,6632,20934,false
Terry,1948,14396,7749,6857,20934,false
Terry,1949,14243,12581,7749,20934,false
Terry,1950,13950,13950,12581,20934,false
Terry,1951,15258,13950,15027,20934,false
Terry,1952,15473,13950,15027,20865,false
Terry,1953,16626,13950,15027,20865,false
Terry,1954,20340,15258,15027,20317,false
Terry,1955,20934,15473,15258,19761,false
Terry,1956,20319,16626,15473,18751,false
Terry,1957,20865,18751,16626,17549,true
Terry,1958,20317,17549,20340,16331,false
Terry,1959,19761,16331,20934,15982,false
Terry,1960,18751,15982,20934,13762,false
Terry,1961,17549,13762,20934,11091,false
Terry,1962,16331,11091,20934,10146,false
Terry,1963,15982,10146,20934,9265,false
Terry,1964,13762,9265,20865,8466,false
Terry,1965,11091,8466,20865,7637,false
Terry,1966,10146,7637,20317,7274,false
Terry,1967,9265,7274,19761,6814,false
Terry,1968,8466,6814,18751,5483,false
Terry,1969,7637,5483,17549,4982,false
Terry,1970,7274,4982,16331,4502,false
Terry,1971,6814,4502,15982,4429,false
Terry,1972,5483,4429,13762,4009,false
Terry,1973,4982,4009,11091,3687,false
Terry,1974,4502,3687,10146,3315,false
Terry,1975,4429,3315,9265,3269,false
Terry,1976,4009,3269,8466,3203,false
Terry,1977,3687,3203,7637,2974,false
Terry,1978,3315,2974,7274,2933,false
Terry,1979,3269,2933,6814,2629,false
Terry,1980,3203,2629,5483,2493,false
Terry,1981,2974,2433,4982,2493,false
Terry,1982,2933,2433,4502,2307,false
Terry,1983,2629,2307,4429,2180,false
Terry,1984,2433,2180,4009,2131,false
Terry,1985,2493,2131,3687,2060,false
Terry,1986,2307,2060,3315,1950,false
Terry,1987,2180,1950,3269,1754,false
Terry,1988,2131,1754,3203,1628,false
Terry,1989,2060,1628,2974,1450,false
Terry,1990,1950,1450,2933,1199,false
Terry,1991,1754,1199,2629,1150,false
Terry,1992,1628,1150,2493,1089,false
Terry,1993,1450,1089,2493,1030,false
Terry,1994,1199,1030,2307,961,false
Terry,1995,1150,961,2180,883,false
Terry,1996,1089,883,2131,826,false
Terry,1997,1030,826,2060,778,false
Terry,1998,961,778,1950,671,false
Terry,1999,883,671,1754,662,false
Terry,2000,826,641,1628,662,false
Terry,2001,778,624,1450,662,false
Terry,2002,671,624,1199,579,false
Terry,2003,641,572,1150,579,false
Terry,2004,624,572,1089,556,false
Terry,2005,662,556,1030,482,false
Terry,2006,572,446,961,482,false
Terry,2007,579,446,883,442,false
Terry,2008,556,442,826,442,false
Terry,2009,446,442,778,391,false
Terry,2010,482,389,671,391,false
Terry,2011,442,389,662,361,false
Terry,2012,442,352,662,361,false
Terry,2013,389,352,662,316,false
Terry,2014,391,316,579,,false
Terry,2015,352,316,579,,false
Terry,2016,361,316,556,,false
Terry,2017,316,316,482,,false
